suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
dico dici dice diciamo dicete dicono 
mammo mammi mamma mammiamo mammate mammano 
so sai sa sappiamo sapete sanno 
dico dici dice diciamo dicete dicono 
devio devi devia deviamo deviate deviano 
diposito dipositi diposita dipositiamo dipositate dipositano 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
dico dici dice diciamo dite dicono 
rotto rotti rotta rottiamo rottate rottano 
sono sei è siamo siete sono 
salgo sali sale saliamo salite salgono 
giuro giuri giura giuriamo giurate giurano 
sono sei è siamo siete sono 
indico indici indice indiciamo indicete indicono 
sono sei è siamo siete sono 
costruisco costruisci costruisce costruiamo costruite costruiscono 
cemento cementi cementa cementiamo cementate cementano 
armo armi arma armiamo armate armano 
cubo cubi cuba cubiamo cubate cubano 
spunto spunti spunta spuntiamo spuntate spuntano 
tetto tetti tetta tettiamo tettate tettano 
sono sei è siamo siete sono 
arrivo arrivi arriva arriviamo arrivate arrivano 
tabacco tabacchi tabacca tabacchiamo tabaccate tabaccano 
strado stradi strada stradiamo stradate stradano 
cordoglio cordogli cordoglia cordogliamo cordogliate cordogliano 
como comi come comiamo comete comono 
pisto pisti pista pistiamo pistate pistano 
fino fini fina finiamo finate finano 
sono sei è siamo siete sono 
chiamo chiami chiama chiamiamo chiamate chiamano 
viaggio viaggi viaggia viaggiamo viaggiate viaggiano 
so sai sa sappiamo sapete sanno 
pongo poni pone poniamo ponete pongono 
chiamo chiami chiama chiamiamo chiamate chiamano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
chiamo chiami chiama chiamiamo chiamate chiamano 
costruisco costruisci costruisce costruiamo costruite costruiscono 
portico portichi portica portichiamo porticate porticano 
interno interni interna interniamo internate internano 
diposito dipositi diposita dipositiamo dipositate dipositano 
malto malti malta maltiamo maltate maltano 
tetto tetti tetta tettiamo tettate tettano 
divido dividi divide dividiamo dividete dividono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
dò dai da diamo date danno 
spaccio spacci spaccia spacciamo spacciate spacciano 
posso puoi può possiamo potete possono 
complesso complessi complessa complessiamo complessate complessano 
posso puoi può possiamo potete possono 
tecnologizzo tecnologizzi tecnologizza tecnologizziamo tecnologizzate tecnologizzano 
dò dai da diamo date danno 
parto parti parte partiamo partite partono 
strado stradi strada stradiamo stradate stradano 
pieno pieni piena pieniamo pienate pienano 
centro centri centra centriamo centrate centrano 
piazzo piazzi piazza piazziamo piazzate piazzano 
rubinetto rubinetti rubinetta rubinettiamo rubinettate rubinettano 
sporto sporti sporta sportiamo sportate sportano 
acquo acqui acqua acquiamo acquate acquano 
intorno intorni intorna intorniamo intornate intornano 
campo campi campa campiamo campate campano 
grano grani grana graniamo granate granano 
coso cosi cosa cosiamo cosate cosano 
sono sei è siamo siete sono 
pongo poni pone poniamo ponete pongono 
sono sei è siamo siete sono 
cartello cartelli cartella cartelliamo cartellate cartellano 
scrivo scrivi scrive scriviamo scrivete scrivono 
arrivo arrivi arriva arriviamo arrivate arrivano 
grido gridi grida gridiamo gridate gridano 
butto butti butta buttiamo buttate buttano 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
sono sei è siamo siete sono 
faccio fai fa faciamo facete facciono 
sto stai sta stiamo state stanno 
porto porti porta portiamo portate portano 
prometto prometti promette promettiamo promettete promettono 
volto volti volta voltiamo voltate voltano 
porto porti porta portiamo portate portano 
riesco riesci riesce riusciamo riuscite riescono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
dico dici dice diciamo dicete dicono 
continuo continui continua continuiamo continuate continuano 
presto presti presta prestiamo prestate prestano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
devo devi deve dobbiamo dovete debbono 
faccio fai fa faciamo facete facciono 
noio noi noia noiamo noiate noiano 
entro entri entra entriamo entrate entrano 
sono sei è siamo siete sono 
seggo siedi siede sediamo sedete seggono 
tavolo tavoli tavola tavoliamo tavolate tavolano 
rosso rossi rossa rossiamo rossate rossano 
bocco bocchi bocca bocchiamo boccate boccano 
cucino cucini cucina cuciniamo cucinate cucinano 
porto porti porta portiamo portate portano 
sono sei è siamo siete sono 
accendo accendi accende accendiamo accendete accendono 
ronzo ronzi ronza ronziamo ronzate ronzano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
giorno giorni giorna giorniamo giornate giornano 
sto stai sta stiamo state stanno 
impazzisco impazzisci impazzisce impazziamo impazzite impazziscono 
penso pensi pensa pensiamo pensate pensano 
ascendo ascendi ascende ascendiamo ascendete ascendono 
marito mariti marita maritiamo maritate maritano 
posso puoi può possiamo possete possono 
ascendo ascendi ascende ascendiamo ascendete ascendono 
sono sei è siamo siete sono 
arrabbio arrabbi arrabbia arrabbiamo arrabbiate arrabbiano 
arrabbio arrabbi arrabbia arrabbiamo arrabbiate arrabbiano 
occo occhi occa occhiamo occate occano 
esco esci esce usciamo uscite escono 
como comi come comiamo comete comono 
guardo guardi guarda guardiamo guardate guardano 
costruisco costruisci costruisce costruiamo costruite costruiscono 
sono sei è siamo siete sono 
rotto rotti rotta rottiamo rottate rottano 
sputo sputi sputa sputiamo sputate sputano 
nuvolo nuvoli nuvola nuvoliamo nuvolate nuvolano 
fumo fumi fuma fumiamo fumate fumano 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
sono sei è siamo siete sono 
seggo siedi siede sediamo sedete seggono 
guido guidi guida guidiamo guidate guidano 
volo voli vola voliamo volate volano 
barbo barbi barba barbiamo barbate barbano 
bianco bianchi bianca bianchiamo biancate biancano 
dato dati data datiamo datate datano 
dò dai da diamo date danno 
bunkero bunkeri bunkera bunkeriamo bunkerate bunkerano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
faccio fai fa faciamo facete facciono 
chiedo chiedi chiede chiediamo chiedete chiedono 
imparo impari impara impariamo imparate imparano 
sono sei è siamo siete sono 
posso puoi può possiamo possete possono 
veggo vedi vede vediamo vedete vedono 
sono sei è siamo siete sono 
importo importi importa importiamo importate importano 
detto detti detta dettiamo dettate dettano 
sto stai sta stiamo state stanno 
porto porti porta portiamo portate portano 
scarto scarti scarta scartiamo scartate scartano 
duro duri dura duriamo durate durano 
velluto velluti velluta vellutiamo vellutate vellutano 
apro apri apre apriamo aprite aprono 
paio pari pare paiamo parete paiono 
plastico plastichi plastica plastichiamo plasticate plasticano 
sono sei è siamo siete sono 
carapigno carapigni carapigna carapigniamo carapignate carapignano 
scatolo scatoli scatola scatoliamo scatolate scatolano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
verso versi versa versiamo versate versano 
rompo rompi rompe rompiamo rompete rompono 
prossimo prossimi prossima prossimiamo prossimate prossimano 
volto volti volta voltiamo voltate voltano 
lascio lasci lascia lasciamo lasciate lasciano 
capisco capisci capisce capiamo capite capiscono 
prendo prendi prende prendiamo prendete prendono 
sempiternare semplicizzare semplificare senapizzare senilizzare sensazionalizzare 
piego pieghi piega pieghiamo piegate piegano 
irrigidisco irrigidisci irrigidisce irrigidiamo irrigidite irrigidiscono 
stringo stringi stringe stringiamo stringete stringono 
sembro sembri sembra sembriamo sembrate sembrano 
sono sei è siamo siete sono 
miglioro migliori migliora miglioriamo migliorate migliorano 
faccio fai fa faciamo facete facciono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
voglio vuoi vuole vogliamo volete vogliono 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
detto detti detta dettiamo dettate dettano 
faccio fai fa faciamo facete facciono 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
seggo siedi siede sediamo sedete seggono 
provo provi prova proviamo provate provano 
azzoppo azzoppi azzoppa azzoppiamo azzoppate azzoppano 
sono sei è siamo siete sono 
sporco sporchi sporca sporchiamo sporcate sporcano 
voglio vuoi vuole vogliamo volete vogliono 
azzoppo azzoppi azzoppa azzoppiamo azzoppate azzoppano 
devio devi devia deviamo deviate deviano 
faccio fai fa faciamo facete facciono 
mando mandi manda mandiamo mandate mandano 
lego legi lege legiamo legete legono 
ceno ceni cena ceniamo cenate cenano 
sorrido sorridi sorride sorridiamo sorridete sorridono 
dento denti denta dentiamo dentate dentano 
bianco bianchi bianca bianchiamo biancate biancano 
perfetto perfetti perfetta perfettiamo perfettate perfettano 
rispondo rispondi risponde rispondiamo rispondete rispondono 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
voglio vuoi vuole vogliamo volete vogliono 
cedo cedi cede cediamo cedete cedono 
autolimitare automaticizzare automatizzare automigliorare automizzare autonomizzare 
regalo regali regala regaliamo regalate regalano 
devo devi deve dobbiamo dovete debbono 
barzineggio barzineggi barzineggia barzineggiamo barzineggiate barzineggiano 
ferro ferri ferra ferriamo ferrate ferrano 
aletto aletti aletta alettiamo alettate alettano 
ceno ceni cena ceniamo cenate cenano 
porto porti porta portiamo portate portano 
regalo regali regala regaliamo regalate regalano 
scherzo scherzi scherza scherziamo scherzate scherzano 
scherzo scherzi scherza scherziamo scherzate scherzano 
sono sei è siamo siete sono 
contento contenti contenta contentiamo contentate contentano 
sono sei è siamo siete sono 
parto parti parte partiamo partite partono 
faccio fai fa faciamo facete facciono 
stomaco stomachi stomaca stomachiamo stomacate stomacano 
passo passi passa passiamo passate passano 
meno meni mena meniamo menate menano 
parlo parli parla parliamo parlate parlano 
ammutolisco ammutolisci ammutolisce ammutoliamo ammutolite ammutoliscono 
posso puoi può possiamo possete possono 
barzineggio barzineggi barzineggia barzineggiamo barzineggiate barzineggiano 
valgo vali vale valiamo valete valgono 
detto detti detta dettiamo dettate dettano 
mostro mostri mostra mostriamo mostrate mostrano 
so sai sa sappiamo sapete sanno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
tengo tieni tiene teniamo tenete tengono 
sto stai sta stiamo state stanno 
storco storci storce storciamo storcete storcono 
perdo perdi perde perdiamo perdete perdono 
subisco subisci subisce subiamo subite subiscono 
regalo regali regala regaliamo regalate regalano 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
stringo stringi stringe stringiamo stringete stringono 
dento denti denta dentiamo dentate dentano 
comincio cominci comincia cominciamo cominciate cominciano 
spikero spikeri spikera spikeriamo spikerate spikerano 
pongo poni pone poniamo ponete pongono 
forzo forzi forza forziamo forzate forzano 
faccio fai fa faciamo facete facciono 
como comi come comiamo comete comono 
piazzo piazzi piazza piazziamo piazzate piazzano 
sbarro sbarri sbarra sbarriamo sbarrate sbarrano 
ferro ferri ferra ferriamo ferrate ferrano 
dò dai da diamo date danno 
sono sei è siamo siete sono 
tavolo tavoli tavola tavoliamo tavolate tavolano 
stringo stringi stringe stringiamo stringete stringono 
respiro respiri respira respiriamo respirate respirano 
naso nasi nasa nasiamo nasate nasano 
sono sei è siamo siete sono 
riesco riesci riesce riusciamo riuscite riescono 
abbaio abbai abbaia abbaiamo abbaiate abbaiano 
regalo regali regala regaliamo regalate regalano 
regalo regali regala regaliamo regalate regalano 
sono sei è siamo siete sono 
tavolo tavoli tavola tavoliamo tavolate tavolano 
prendo prendi prende prendiamo prendete prendono 
scatolo scatoli scatola scatoliamo scatolate scatolano 
pieno pieni piena pieniamo pienate pienano 
foglio fogli foglia fogliamo fogliate fogliano 
regalo regali regala regaliamo regalate regalano 
detto detti detta dettiamo dettate dettano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
spiego spieghi spiega spieghiamo spiegate spiegano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
adopero adoperi adopera adoperiamo adoperate adoperano 
solo soli sola soliamo solate solano 
sono sei è siamo siete sono 
remo remi rema remiamo remate remano 
domando domandi domanda domandiamo domandate domandano 
bastono bastoni bastona bastoniamo bastonate bastonano 
muovo muovi muove m(u)oviamo m(u)ovete muovono 
bello belli bella belliamo bellate bellano 
plastico plastichi plastica plastichiamo plasticate plasticano 
fondo fondi fonda fondiamo fondate fondano 
pupazzetto pupazzetti pupazzetta pupazzettiamo pupazzettate pupazzettano 
maglietto maglietti maglietta magliettiamo magliettate magliettano 
cappello cappelli cappella cappelliamo cappellate cappellano 
scopro scopri scopre scopriamo scoprite scoprono 
posso puoi può possiamo potete possono 
premedito premediti premedita premeditiamo premeditate premeditano 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
devo devi deve dobbiamo dovete debbono 
stampello stampelli stampella stampelliamo stampellate stampellano 
centro centri centra centriamo centrate centrano 
pizzo pizzi pizza pizziamo pizzate pizzano 
bianco bianchi bianca bianchiamo biancate biancano 
sono sei è siamo siete sono 
coso cosi cosa cosiamo cosate cosano 
tocco tocchi tocca tocchiamo toccate toccano 
premedito premediti premedita premeditiamo premeditate premeditano 
mangio mangi mangia mangiamo mangiate mangiano 
mammo mammi mamma mammiamo mammate mammano 
sono sei è siamo siete sono 
grullo grulli grulla grulliamo grullate grullano 
apparecchio apparecchi apparecchia apparecchiamo apparecchiate apparecchiano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
vado vai va andiamo andate vanno 
sono sei è siamo siete sono 
voglio vuoi vuole vogliamo volete vogliono 
vado vai va andiamo andate vanno 
piaccio piaci piace piaciamo piacete piaciono 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
